INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,VALUE
2024-05-13 22:20:00,2024-05-13 22:25:00,7.64646
2024-05-13 22:25:00,2024-05-13 22:30:00,7.35709
2024-05-13 22:30:00,2024-05-13 22:35:00,7.69687
2024-05-13 22:35:00,2024-05-13 22:40:00,7.56343
2024-05-13 22:40:00,2024-05-13 22:45:00,8.06236
2024-05-13 22:45:00,2024-05-13 22:50:00,9.16402
2024-05-13 22:50:00,2024-05-13 22:55:00,12.06426
2024-05-13 22:55:00,2024-05-13 23:00:00,10.42252
2024-05-13 23:00:00,2024-05-13 23:05:00,9.90021
2024-05-13 23:05:00,2024-05-13 23:10:00,10.71393
2024-05-13 23:10:00,2024-05-13 23:15:00,10.53045
2024-05-13 23:15:00,2024-05-13 23:20:00,11.35303
2024-05-13 23:20:00,2024-05-13 23:25:00,10.17099
2024-05-13 23:25:00,2024-05-13 23:30:00,11.20735
2024-05-13 23:30:00,2024-05-13 23:35:00,16.902
2024-05-13 23:35:00,2024-05-13 23:40:00,23.51866
2024-05-13 23:40:00,2024-05-13 23:45:00,24.97111
2024-05-13 23:45:00,2024-05-13 23:50:00,23.1852
2024-05-13 23:50:00,2024-05-13 23:55:00,24.16551
2024-05-13 23:55:00,2024-05-14 00:00:00,21.29378
2024-05-14 00:00:00,2024-05-14 00:05:00,5.18294
2024-05-14 00:05:00,2024-05-14 00:10:00,7.57589
2024-05-14 00:10:00,2024-05-14 00:15:00,8.03209
2024-05-14 00:15:00,2024-05-14 00:20:00,8.21974
2024-05-14 00:20:00,2024-05-14 00:25:00,9.73335
2024-05-14 00:25:00,2024-05-14 00:30:00,14.70341
2024-05-14 00:30:00,2024-05-14 00:35:00,21.82584
2024-05-14 00:35:00,2024-05-14 00:40:00,28.60824
2024-05-14 00:40:00,2024-05-14 00:45:00,33.6787
2024-05-14 00:45:00,2024-05-14 00:50:00,34.6897
2024-05-14 00:50:00,2024-05-14 00:55:00,37.24147
2024-05-14 00:55:00,2024-05-14 01:00:00,39.0687
2024-05-14 01:00:00,2024-05-14 01:05:00,29.94046
2024-05-14 01:05:00,2024-05-14 01:10:00,28.68675
2024-05-14 01:10:00,2024-05-14 01:15:00,28.68806
2024-05-14 01:15:00,2024-05-14 01:20:00,28.84803
2024-05-14 01:20:00,2024-05-14 01:25:00,35.57599
2024-05-14 01:25:00,2024-05-14 01:30:00,38.10479
2024-05-14 01:30:00,2024-05-14 01:35:00,37.66812
2024-05-14 01:35:00,2024-05-14 01:40:00,40.93038
2024-05-14 01:40:00,2024-05-14 01:45:00,43.08445
2024-05-14 01:45:00,2024-05-14 01:50:00,44.12379
2024-05-14 01:50:00,2024-05-14 01:55:00,44.1211
2024-05-14 01:55:00,2024-05-14 02:00:00,44.17883
2024-05-14 02:00:00,2024-05-14 02:05:00,33.41176
2024-05-14 02:05:00,2024-05-14 02:10:00,33.99278
2024-05-14 02:10:00,2024-05-14 02:15:00,37.46699
2024-05-14 02:15:00,2024-05-14 02:20:00,38.5634
2024-05-14 02:20:00,2024-05-14 02:25:00,41.70577
2024-05-14 02:25:00,2024-05-14 02:30:00,35.03285
2024-05-14 02:30:00,2024-05-14 02:35:00,43.24867
2024-05-14 02:35:00,2024-05-14 02:40:00,42.93652
2024-05-14 02:40:00,2024-05-14 02:45:00,42.49158
2024-05-14 02:45:00,2024-05-14 02:50:00,42.30943
2024-05-14 02:50:00,2024-05-14 02:55:00,42.34977
2024-05-14 02:55:00,2024-05-14 03:00:00,42.22045
2024-05-14 03:00:00,2024-05-14 03:05:00,41.97743
2024-05-14 03:05:00,2024-05-14 03:10:00,41.72277
2024-05-14 03:10:00,2024-05-14 03:15:00,39.19397
2024-05-14 03:15:00,2024-05-14 03:20:00,39.04874
2024-05-14 03:20:00,2024-05-14 03:25:00,39.38681
2024-05-14 03:25:00,2024-05-14 03:30:00,38.87633
2024-05-14 03:30:00,2024-05-14 03:35:00,38.6572
2024-05-14 03:35:00,2024-05-14 03:40:00,38.21577
2024-05-14 03:40:00,2024-05-14 03:45:00,37.92927
2024-05-14 03:45:00,2024-05-14 03:50:00,37.60044
2024-05-14 03:50:00,2024-05-14 03:55:00,37.69475
2024-05-14 03:55:00,2024-05-14 04:00:00,37.61866
2024-05-14 04:00:00,2024-05-14 04:05:00,38.15372
2024-05-14 04:05:00,2024-05-14 04:10:00,37.87648
2024-05-14 04:10:00,2024-05-14 04:15:00,36.93257
2024-05-14 04:15:00,2024-05-14 04:20:00,35.47273
2024-05-14 04:20:00,2024-05-14 04:25:00,34.7049
2024-05-14 04:25:00,2024-05-14 04:30:00,33.98211
2024-05-14 04:30:00,2024-05-14 04:35:00,34.43068
2024-05-14 04:35:00,2024-05-14 04:40:00,34.8602
2024-05-14 04:40:00,2024-05-14 04:45:00,34.26634
2024-05-14 04:45:00,2024-05-14 04:50:00,34.07915
2024-05-14 04:50:00,2024-05-14 04:55:00,32.86091
2024-05-14 04:55:00,2024-05-14 05:00:00,31.86675
2024-05-14 05:00:00,2024-05-14 05:05:00,36.41462
2024-05-14 05:05:00,2024-05-14 05:10:00,33.84949
2024-05-14 05:10:00,2024-05-14 05:15:00,33.34969
2024-05-14 05:15:00,2024-05-14 05:20:00,32.93013
2024-05-14 05:20:00,2024-05-14 05:25:00,33.12191
2024-05-14 05:25:00,2024-05-14 05:30:00,32.99836
2024-05-14 05:30:00,2024-05-14 05:35:00,31.63763
2024-05-14 05:35:00,2024-05-14 05:40:00,30.42789
2024-05-14 05:40:00,2024-05-14 05:45:00,29.86853
2024-05-14 05:45:00,2024-05-14 05:50:00,29.62414
2024-05-14 05:50:00,2024-05-14 05:55:00,29.40065
2024-05-14 05:55:00,2024-05-14 06:00:00,28.63846
2024-05-14 06:00:00,2024-05-14 06:05:00,32.16348
2024-05-14 06:05:00,2024-05-14 06:10:00,32.16348
2024-05-14 06:10:00,2024-05-14 06:15:00,30.18337
2024-05-14 06:15:00,2024-05-14 06:20:00,29.28774
2024-05-14 06:20:00,2024-05-14 06:25:00,28.61148
2024-05-14 06:25:00,2024-05-14 06:30:00,28.50388
2024-05-14 06:30:00,2024-05-14 06:35:00,28.2978
2024-05-14 06:35:00,2024-05-14 06:40:00,28.28143
2024-05-14 06:40:00,2024-05-14 06:45:00,28.6133
2024-05-14 06:45:00,2024-05-14 06:50:00,28.3612
2024-05-14 06:50:00,2024-05-14 06:55:00,28.3612
2024-05-14 06:55:00,2024-05-14 07:00:00,29.1812
2024-05-14 07:00:00,2024-05-14 07:05:00,30.32622
2024-05-14 07:05:00,2024-05-14 07:10:00,30.44878
2024-05-14 07:10:00,2024-05-14 07:15:00,30.73538
2024-05-14 07:15:00,2024-05-14 07:20:00,30.68851
2024-05-14 07:20:00,2024-05-14 07:25:00,31.50289
2024-05-14 07:25:00,2024-05-14 07:30:00,31.49496
2024-05-14 07:30:00,2024-05-14 07:35:00,30.96276
2024-05-14 07:35:00,2024-05-14 07:40:00,30.96276
2024-05-14 07:40:00,2024-05-14 07:45:00,30.86371
2024-05-14 07:45:00,2024-05-14 07:50:00,30.62135
2024-05-14 07:50:00,2024-05-14 07:55:00,29.95098
2024-05-14 07:55:00,2024-05-14 08:00:00,30.62135
2024-05-14 08:00:00,2024-05-14 08:05:00,34.42816
2024-05-14 08:05:00,2024-05-14 08:10:00,35.40052
2024-05-14 08:10:00,2024-05-14 08:15:00,35.92063
2024-05-14 08:15:00,2024-05-14 08:20:00,34.95237
2024-05-14 08:20:00,2024-05-14 08:25:00,34.59831
2024-05-14 08:25:00,2024-05-14 08:30:00,31.65538
2024-05-14 08:30:00,2024-05-14 08:35:00,30.72082
2024-05-14 08:35:00,2024-05-14 08:40:00,30.8101
2024-05-14 08:40:00,2024-05-14 08:45:00,31.04
2024-05-14 08:45:00,2024-05-14 08:50:00,31.42009
2024-05-14 08:50:00,2024-05-14 08:55:00,32.63316
2024-05-14 08:55:00,2024-05-14 09:00:00,32.28755
2024-05-14 09:00:00,2024-05-14 09:05:00,35.45336
2024-05-14 09:05:00,2024-05-14 09:10:00,31.97137
2024-05-14 09:10:00,2024-05-14 09:15:00,31.05392
2024-05-14 09:15:00,2024-05-14 09:20:00,32.17961
2024-05-14 09:20:00,2024-05-14 09:25:00,33.92102
2024-05-14 09:25:00,2024-05-14 09:30:00,33.42901
2024-05-14 09:30:00,2024-05-14 09:35:00,33.51494
2024-05-14 09:35:00,2024-05-14 09:40:00,33.51494
2024-05-14 09:40:00,2024-05-14 09:45:00,33.86369
2024-05-14 09:45:00,2024-05-14 09:50:00,33.43269
2024-05-14 09:50:00,2024-05-14 09:55:00,34.29883
2024-05-14 09:55:00,2024-05-14 10:00:00,32.20271
2024-05-14 10:00:00,2024-05-14 10:05:00,35.52403
2024-05-14 10:05:00,2024-05-14 10:10:00,31.10435
2024-05-14 10:10:00,2024-05-14 10:15:00,31.73217
2024-05-14 10:15:00,2024-05-14 10:20:00,31.09459
2024-05-14 10:20:00,2024-05-14 10:25:00,31.14269
2024-05-14 10:25:00,2024-05-14 10:30:00,31.08401
2024-05-14 10:30:00,2024-05-14 10:35:00,31.14814
2024-05-14 10:35:00,2024-05-14 10:40:00,31.14814
2024-05-14 10:40:00,2024-05-14 10:45:00,31.14138
2024-05-14 10:45:00,2024-05-14 10:50:00,31.14019
2024-05-14 10:50:00,2024-05-14 10:55:00,31.17213
2024-05-14 10:55:00,2024-05-14 11:00:00,31.55085
2024-05-14 11:00:00,2024-05-14 11:05:00,29.21119
2024-05-14 11:05:00,2024-05-14 11:10:00,28.14701
2024-05-14 11:10:00,2024-05-14 11:15:00,29.05786
2024-05-14 11:15:00,2024-05-14 11:20:00,29.05048
2024-05-14 11:20:00,2024-05-14 11:25:00,29.1874
2024-05-14 11:25:00,2024-05-14 11:30:00,30.4563
2024-05-14 11:30:00,2024-05-14 11:35:00,30.36381
2024-05-14 11:35:00,2024-05-14 11:40:00,30.36381
2024-05-14 11:40:00,2024-05-14 11:45:00,31.99849
2024-05-14 11:45:00,2024-05-14 11:50:00,32.28441
2024-05-14 11:50:00,2024-05-14 11:55:00,33.8683
2024-05-14 11:55:00,2024-05-14 12:00:00,37.9368
2024-05-14 12:00:00,2024-05-14 12:05:00,26.98809
2024-05-14 12:05:00,2024-05-14 12:10:00,27.04782
2024-05-14 12:10:00,2024-05-14 12:15:00,28.78319
2024-05-14 12:15:00,2024-05-14 12:20:00,29.51314
2024-05-14 12:20:00,2024-05-14 12:25:00,31.45602
2024-05-14 12:25:00,2024-05-14 12:30:00,32.21578
2024-05-14 12:30:00,2024-05-14 12:35:00,32.80121
2024-05-14 12:35:00,2024-05-14 12:40:00,32.54292
2024-05-14 12:40:00,2024-05-14 12:45:00,33.01697
2024-05-14 12:45:00,2024-05-14 12:50:00,33.98462
2024-05-14 12:50:00,2024-05-14 12:55:00,34.74677
2024-05-14 12:55:00,2024-05-14 13:00:00,38.66602
2024-05-14 13:00:00,2024-05-14 13:05:00,40.58623
2024-05-14 13:05:00,2024-05-14 13:10:00,38.00166
2024-05-14 13:10:00,2024-05-14 13:15:00,36.83916
2024-05-14 13:15:00,2024-05-14 13:20:00,33.91268
2024-05-14 13:20:00,2024-05-14 13:25:00,33.47285
2024-05-14 13:25:00,2024-05-14 13:30:00,33.77105
2024-05-14 13:30:00,2024-05-14 13:35:00,34.72817
2024-05-14 13:35:00,2024-05-14 13:40:00,31.79817
2024-05-14 13:40:00,2024-05-14 13:45:00,29.68213
2024-05-14 13:45:00,2024-05-14 13:50:00,27.87969
2024-05-14 13:50:00,2024-05-14 13:55:00,27.29244
2024-05-14 13:55:00,2024-05-14 14:00:00,23.98681
2024-05-14 14:00:00,2024-05-14 14:05:00,29.96667
2024-05-14 14:05:00,2024-05-14 14:10:00,27.00139
2024-05-14 14:10:00,2024-05-14 14:15:00,27.33165
2024-05-14 14:15:00,2024-05-14 14:20:00,25.16189
2024-05-14 14:20:00,2024-05-14 14:25:00,23.96925
2024-05-14 14:25:00,2024-05-14 14:30:00,6.89751
2024-05-14 14:30:00,2024-05-14 14:35:00,4.88279
2024-05-14 14:35:00,2024-05-14 14:40:00,6.65147
2024-05-14 14:40:00,2024-05-14 14:45:00,3.99973
2024-05-14 14:45:00,2024-05-14 14:50:00,0.83832
2024-05-14 14:50:00,2024-05-14 14:55:00,-0.03241
2024-05-14 14:55:00,2024-05-14 15:00:00,-9.41187
2024-05-14 15:00:00,2024-05-14 15:05:00,-7.66158
2024-05-14 15:05:00,2024-05-14 15:10:00,-3.25403
2024-05-14 15:10:00,2024-05-14 15:15:00,-3.16623
2024-05-14 15:15:00,2024-05-14 15:20:00,-0.83034
2024-05-14 15:20:00,2024-05-14 15:25:00,-1.36699
2024-05-14 15:25:00,2024-05-14 15:30:00,-2.07362
2024-05-14 15:30:00,2024-05-14 15:35:00,-2.86734
2024-05-14 15:35:00,2024-05-14 15:40:00,-4.51787
2024-05-14 15:40:00,2024-05-14 15:45:00,-5.6117
2024-05-14 15:45:00,2024-05-14 15:50:00,-3.87711
2024-05-14 15:50:00,2024-05-14 15:55:00,-11.44653
2024-05-14 15:55:00,2024-05-14 16:00:00,-14.41748
2024-05-14 16:00:00,2024-05-14 16:05:00,-1.63805
2024-05-14 16:05:00,2024-05-14 16:10:00,-2.04567
2024-05-14 16:10:00,2024-05-14 16:15:00,-2.07768
2024-05-14 16:15:00,2024-05-14 16:20:00,-6.94772
2024-05-14 16:20:00,2024-05-14 16:25:00,-6.89678
2024-05-14 16:25:00,2024-05-14 16:30:00,-7.28083
2024-05-14 16:30:00,2024-05-14 16:35:00,1.13088
2024-05-14 16:35:00,2024-05-14 16:40:00,-5.90007
2024-05-14 16:40:00,2024-05-14 16:45:00,-5.5007
2024-05-14 16:45:00,2024-05-14 16:50:00,-6.99273
2024-05-14 16:50:00,2024-05-14 16:55:00,-10.96416
2024-05-14 16:55:00,2024-05-14 17:00:00,-11.33388
2024-05-14 17:00:00,2024-05-14 17:05:00,-3.51948
2024-05-14 17:05:00,2024-05-14 17:10:00,-6.30491
2024-05-14 17:10:00,2024-05-14 17:15:00,-9.95559
2024-05-14 17:15:00,2024-05-14 17:20:00,-9.58296
2024-05-14 17:20:00,2024-05-14 17:25:00,-9.09145
2024-05-14 17:25:00,2024-05-14 17:30:00,-6.03046
2024-05-14 17:30:00,2024-05-14 17:35:00,-7.23513
2024-05-14 17:35:00,2024-05-14 17:40:00,-8.03565
2024-05-14 17:40:00,2024-05-14 17:45:00,-7.50388
2024-05-14 17:45:00,2024-05-14 17:50:00,-3.64505
2024-05-14 17:50:00,2024-05-14 17:55:00,-3.70482
2024-05-14 17:55:00,2024-05-14 18:00:00,-6.44083
2024-05-14 18:00:00,2024-05-14 18:05:00,-9.833
2024-05-14 18:05:00,2024-05-14 18:10:00,-10.69254
2024-05-14 18:10:00,2024-05-14 18:15:00,-9.90667
2024-05-14 18:15:00,2024-05-14 18:20:00,-9.79774
2024-05-14 18:20:00,2024-05-14 18:25:00,-5.62974
2024-05-14 18:25:00,2024-05-14 18:30:00,-9.52737
2024-05-14 18:30:00,2024-05-14 18:35:00,-9.63165
2024-05-14 18:35:00,2024-05-14 18:40:00,-9.57628
2024-05-14 18:40:00,2024-05-14 18:45:00,-9.63138
2024-05-14 18:45:00,2024-05-14 18:50:00,-9.88659
2024-05-14 18:50:00,2024-05-14 18:55:00,-9.96769
2024-05-14 18:55:00,2024-05-14 19:00:00,-12.07594
2024-05-14 19:00:00,2024-05-14 19:05:00,-3.87828
2024-05-14 19:05:00,2024-05-14 19:10:00,-0.89738
2024-05-14 19:10:00,2024-05-14 19:15:00,-2.01826
2024-05-14 19:15:00,2024-05-14 19:20:00,-0.98895
2024-05-14 19:20:00,2024-05-14 19:25:00,-0.03266
2024-05-14 19:25:00,2024-05-14 19:30:00,-0.0342
2024-05-14 19:30:00,2024-05-14 19:35:00,0.29319
2024-05-14 19:35:00,2024-05-14 19:40:00,-0.10588
2024-05-14 19:40:00,2024-05-14 19:45:00,-0.02377
2024-05-14 19:45:00,2024-05-14 19:50:00,0.72271
2024-05-14 19:50:00,2024-05-14 19:55:00,-0.81311
2024-05-14 19:55:00,2024-05-14 20:00:00,0.56094
2024-05-14 20:00:00,2024-05-14 20:05:00,2.19121
2024-05-14 20:05:00,2024-05-14 20:10:00,2.83839
2024-05-14 20:10:00,2024-05-14 20:15:00,2.81168
2024-05-14 20:15:00,2024-05-14 20:20:00,5.88635
2024-05-14 20:20:00,2024-05-14 20:25:00,6.3784
2024-05-14 20:25:00,2024-05-14 20:30:00,5.89223
2024-05-14 20:30:00,2024-05-14 20:35:00,5.71565
2024-05-14 20:35:00,2024-05-14 20:40:00,5.93702
2024-05-14 20:40:00,2024-05-14 20:45:00,5.48951
2024-05-14 20:45:00,2024-05-14 20:50:00,6.56971
2024-05-14 20:50:00,2024-05-14 20:55:00,6.66374
2024-05-14 20:55:00,2024-05-14 21:00:00,6.45597
2024-05-14 21:00:00,2024-05-14 21:05:00,6.75546
2024-05-14 21:05:00,2024-05-14 21:10:00,6.53496
2024-05-14 21:10:00,2024-05-14 21:15:00,5.86057
2024-05-14 21:15:00,2024-05-14 21:20:00,6.35281
2024-05-14 21:20:00,2024-05-14 21:25:00,6.86656
2024-05-14 21:25:00,2024-05-14 21:30:00,8.75695
2024-05-14 21:30:00,2024-05-14 21:35:00,9.51317
2024-05-14 21:35:00,2024-05-14 21:40:00,7.15819
2024-05-14 21:40:00,2024-05-14 21:45:00,9.27533
2024-05-14 21:45:00,2024-05-14 21:50:00,9.78285
2024-05-14 21:50:00,2024-05-14 21:55:00,10.7174
2024-05-14 21:55:00,2024-05-14 22:00:00,9.55461
2024-05-14 22:00:00,2024-05-14 22:05:00,9.25645
2024-05-14 22:05:00,2024-05-14 22:10:00,9.95919
2024-05-14 22:10:00,2024-05-14 22:15:00,9.91467
2024-05-14 22:15:00,2024-05-14 22:20:00,11.74253
2024-05-14 22:20:00,2024-05-14 22:25:00,10.68335
2024-05-14 22:25:00,2024-05-14 22:30:00,10.65927
2024-05-14 22:30:00,2024-05-14 22:35:00,13.80838
2024-05-14 22:35:00,2024-05-14 22:40:00,17.36508
2024-05-14 22:40:00,2024-05-14 22:45:00,9.65123
2024-05-14 22:45:00,2024-05-14 22:50:00,10.64392
2024-05-14 22:50:00,2024-05-14 22:55:00,5.13126
2024-05-14 22:55:00,2024-05-14 23:00:00,5.05167
2024-05-14 23:00:00,2024-05-14 23:05:00,6.12741
2024-05-14 23:05:00,2024-05-14 23:10:00,6.05835
2024-05-14 23:10:00,2024-05-14 23:15:00,6.11375
2024-05-14 23:15:00,2024-05-14 23:20:00,6.36602
2024-05-14 23:20:00,2024-05-14 23:25:00,5.03645
2024-05-14 23:25:00,2024-05-14 23:30:00,4.5927
2024-05-14 23:30:00,2024-05-14 23:35:00,4.80688
2024-05-14 23:35:00,2024-05-14 23:40:00,4.9071
2024-05-14 23:40:00,2024-05-14 23:45:00,5.20526
2024-05-14 23:45:00,2024-05-14 23:50:00,6.93283
2024-05-14 23:50:00,2024-05-14 23:55:00,9.08991
2024-05-14 23:55:00,2024-05-15 00:00:00,21.11534
2024-05-15 00:00:00,2024-05-15 00:05:00,8.39406
2024-05-15 00:05:00,2024-05-15 00:10:00,7.47195
2024-05-15 00:10:00,2024-05-15 00:15:00,17.3915
2024-05-15 00:15:00,2024-05-15 00:20:00,9.76055
2024-05-15 00:20:00,2024-05-15 00:25:00,14.3277
2024-05-15 00:25:00,2024-05-15 00:30:00,24.93124
2024-05-15 00:30:00,2024-05-15 00:35:00,30.69991
2024-05-15 00:35:00,2024-05-15 00:40:00,35.9935
2024-05-15 00:40:00,2024-05-15 00:45:00,46.98
2024-05-15 00:45:00,2024-05-15 00:50:00,49.21016
2024-05-15 00:50:00,2024-05-15 00:55:00,49.21016
2024-05-15 00:55:00,2024-05-15 01:00:00,54.42198
2024-05-15 01:00:00,2024-05-15 01:05:00,31.88429
2024-05-15 01:05:00,2024-05-15 01:10:00,26.74716
2024-05-15 01:10:00,2024-05-15 01:15:00,26.41719
2024-05-15 01:15:00,2024-05-15 01:20:00,32.38595
2024-05-15 01:20:00,2024-05-15 01:25:00,33.75177
2024-05-15 01:25:00,2024-05-15 01:30:00,35.62872
2024-05-15 01:30:00,2024-05-15 01:35:00,42.34197
2024-05-15 01:35:00,2024-05-15 01:40:00,43.30868
2024-05-15 01:40:00,2024-05-15 01:45:00,43.41761
2024-05-15 01:45:00,2024-05-15 01:50:00,41.81362
2024-05-15 01:50:00,2024-05-15 01:55:00,42.63279
2024-05-15 01:55:00,2024-05-15 02:00:00,46.38288
2024-05-15 02:00:00,2024-05-15 02:05:00,34.21736
2024-05-15 02:05:00,2024-05-15 02:10:00,34.50621
2024-05-15 02:10:00,2024-05-15 02:15:00,34.18021
2024-05-15 02:15:00,2024-05-15 02:20:00,34.35368
2024-05-15 02:20:00,2024-05-15 02:25:00,34.9017
2024-05-15 02:25:00,2024-05-15 02:30:00,35.78747
2024-05-15 02:30:00,2024-05-15 02:35:00,37.23477
2024-05-15 02:35:00,2024-05-15 02:40:00,38.1489
2024-05-15 02:40:00,2024-05-15 02:45:00,37.37557
2024-05-15 02:45:00,2024-05-15 02:50:00,37.02555
2024-05-15 02:50:00,2024-05-15 02:55:00,36.83304
2024-05-15 02:55:00,2024-05-15 03:00:00,36.88302
2024-05-15 03:00:00,2024-05-15 03:05:00,36.56671
2024-05-15 03:05:00,2024-05-15 03:10:00,36.23365
2024-05-15 03:10:00,2024-05-15 03:15:00,36.12618
2024-05-15 03:15:00,2024-05-15 03:20:00,35.97539
2024-05-15 03:20:00,2024-05-15 03:25:00,35.3334
2024-05-15 03:25:00,2024-05-15 03:30:00,34.83827
2024-05-15 03:30:00,2024-05-15 03:35:00,33.86597
2024-05-15 03:35:00,2024-05-15 03:40:00,33.69045
2024-05-15 03:40:00,2024-05-15 03:45:00,33.11165
2024-05-15 03:45:00,2024-05-15 03:50:00,31.82056
2024-05-15 03:50:00,2024-05-15 03:55:00,31.22292
2024-05-15 03:55:00,2024-05-15 04:00:00,32.31717
2024-05-15 04:00:00,2024-05-15 04:05:00,36.70043
2024-05-15 04:05:00,2024-05-15 04:10:00,36.28478
2024-05-15 04:10:00,2024-05-15 04:15:00,35.83874
2024-05-15 04:15:00,2024-05-15 04:20:00,36.09362
2024-05-15 04:20:00,2024-05-15 04:25:00,35.36984
2024-05-15 04:25:00,2024-05-15 04:30:00,33.07994
2024-05-15 04:30:00,2024-05-15 04:35:00,33.68278
2024-05-15 04:35:00,2024-05-15 04:40:00,33.76209
2024-05-15 04:40:00,2024-05-15 04:45:00,33.80495
2024-05-15 04:45:00,2024-05-15 04:50:00,33.36728
2024-05-15 04:50:00,2024-05-15 04:55:00,33.69526
2024-05-15 04:55:00,2024-05-15 05:00:00,33.77329
2024-05-15 05:00:00,2024-05-15 05:05:00,34.15467
2024-05-15 05:05:00,2024-05-15 05:10:00,33.91141
2024-05-15 05:10:00,2024-05-15 05:15:00,34.02105
2024-05-15 05:15:00,2024-05-15 05:20:00,33.80749
2024-05-15 05:20:00,2024-05-15 05:25:00,34.09433
2024-05-15 05:25:00,2024-05-15 05:30:00,33.89954
2024-05-15 05:30:00,2024-05-15 05:35:00,34.17553
2024-05-15 05:35:00,2024-05-15 05:40:00,34.28804
2024-05-15 05:40:00,2024-05-15 05:45:00,35.19665
2024-05-15 05:45:00,2024-05-15 05:50:00,33.83783
2024-05-15 05:50:00,2024-05-15 05:55:00,33.82066
2024-05-15 05:55:00,2024-05-15 06:00:00,34.08131
2024-05-15 06:00:00,2024-05-15 06:05:00,34.25643
2024-05-15 06:05:00,2024-05-15 06:10:00,34.09939
2024-05-15 06:10:00,2024-05-15 06:15:00,34.07448
2024-05-15 06:15:00,2024-05-15 06:20:00,34.43573
2024-05-15 06:20:00,2024-05-15 06:25:00,36.78081
2024-05-15 06:25:00,2024-05-15 06:30:00,36.25436
2024-05-15 06:30:00,2024-05-15 06:35:00,35.20316
2024-05-15 06:35:00,2024-05-15 06:40:00,35.11952
2024-05-15 06:40:00,2024-05-15 06:45:00,35.02635
2024-05-15 06:45:00,2024-05-15 06:50:00,34.0989
2024-05-15 06:50:00,2024-05-15 06:55:00,34.0989
2024-05-15 06:55:00,2024-05-15 07:00:00,34.0989
2024-05-15 07:00:00,2024-05-15 07:05:00,31.56649
2024-05-15 07:05:00,2024-05-15 07:10:00,35.65639
2024-05-15 07:10:00,2024-05-15 07:15:00,32.7849
2024-05-15 07:15:00,2024-05-15 07:20:00,32.99089
2024-05-15 07:20:00,2024-05-15 07:25:00,34.86706
2024-05-15 07:25:00,2024-05-15 07:30:00,35.16648
2024-05-15 07:30:00,2024-05-15 07:35:00,36.33164
2024-05-15 07:35:00,2024-05-15 07:40:00,34.63401
2024-05-15 07:40:00,2024-05-15 07:45:00,30.79885
2024-05-15 07:45:00,2024-05-15 07:50:00,32.71941
2024-05-15 07:50:00,2024-05-15 07:55:00,31.36828
2024-05-15 07:55:00,2024-05-15 08:00:00,30.77683
2024-05-15 08:00:00,2024-05-15 08:05:00,32.4589
2024-05-15 08:05:00,2024-05-15 08:10:00,31.49127
2024-05-15 08:10:00,2024-05-15 08:15:00,30.7073
2024-05-15 08:15:00,2024-05-15 08:20:00,30.62664
2024-05-15 08:20:00,2024-05-15 08:25:00,31.45781
2024-05-15 08:25:00,2024-05-15 08:30:00,31.75505
2024-05-15 08:30:00,2024-05-15 08:35:00,31.05199
2024-05-15 08:35:00,2024-05-15 08:40:00,29.9831
2024-05-15 08:40:00,2024-05-15 08:45:00,29.76404
2024-05-15 08:45:00,2024-05-15 08:50:00,29.26833
2024-05-15 08:50:00,2024-05-15 08:55:00,28.75739
2024-05-15 08:55:00,2024-05-15 09:00:00,28.81874
2024-05-15 09:00:00,2024-05-15 09:05:00,31.37685
2024-05-15 09:05:00,2024-05-15 09:10:00,30.56361
2024-05-15 09:10:00,2024-05-15 09:15:00,30.3562
2024-05-15 09:15:00,2024-05-15 09:20:00,30.47985
2024-05-15 09:20:00,2024-05-15 09:25:00,31.02178
2024-05-15 09:25:00,2024-05-15 09:30:00,30.23309
2024-05-15 09:30:00,2024-05-15 09:35:00,30.44638
2024-05-15 09:35:00,2024-05-15 09:40:00,30.76651
2024-05-15 09:40:00,2024-05-15 09:45:00,29.81593
2024-05-15 09:45:00,2024-05-15 09:50:00,29.79599
2024-05-15 09:50:00,2024-05-15 09:55:00,28.9068
2024-05-15 09:55:00,2024-05-15 10:00:00,28.20959
2024-05-15 10:00:00,2024-05-15 10:05:00,29.36947
2024-05-15 10:05:00,2024-05-15 10:10:00,28.48277
2024-05-15 10:10:00,2024-05-15 10:15:00,28.40039
2024-05-15 10:15:00,2024-05-15 10:20:00,28.8558
2024-05-15 10:20:00,2024-05-15 10:25:00,28.61388
2024-05-15 10:25:00,2024-05-15 10:30:00,27.74278
2024-05-15 10:30:00,2024-05-15 10:35:00,26.80128
2024-05-15 10:35:00,2024-05-15 10:40:00,26.95384
2024-05-15 10:40:00,2024-05-15 10:45:00,26.41869
2024-05-15 10:45:00,2024-05-15 10:50:00,27.76034
2024-05-15 10:50:00,2024-05-15 10:55:00,28.21714
2024-05-15 10:55:00,2024-05-15 11:00:00,28.21486
2024-05-15 11:00:00,2024-05-15 11:05:00,19.27181
2024-05-15 11:05:00,2024-05-15 11:10:00,19.36622
2024-05-15 11:10:00,2024-05-15 11:15:00,18.93874
2024-05-15 11:15:00,2024-05-15 11:20:00,22.51953
2024-05-15 11:20:00,2024-05-15 11:25:00,22.68051
2024-05-15 11:25:00,2024-05-15 11:30:00,22.69823
2024-05-15 11:30:00,2024-05-15 11:35:00,23.00409
2024-05-15 11:35:00,2024-05-15 11:40:00,22.78238
