INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,VALUE
2024-05-10 20:00:00,2024-05-10 20:05:00,2.28718
2024-05-10 20:05:00,2024-05-10 20:10:00,-1.1569
2024-05-10 20:10:00,2024-05-10 20:15:00,2.78024
2024-05-10 20:15:00,2024-05-10 20:20:00,0.65794
2024-05-10 20:20:00,2024-05-10 20:25:00,3.26983
2024-05-10 20:25:00,2024-05-10 20:30:00,1.27984
2024-05-10 20:30:00,2024-05-10 20:35:00,5.10161
2024-05-10 20:35:00,2024-05-10 20:40:00,10.45802
2024-05-10 20:40:00,2024-05-10 20:45:00,11.95496
2024-05-10 20:45:00,2024-05-10 20:50:00,12.59049
2024-05-10 20:50:00,2024-05-10 20:55:00,9.15783
2024-05-10 20:55:00,2024-05-10 21:00:00,11.2399
2024-05-10 21:00:00,2024-05-10 21:05:00,25.4196
2024-05-10 21:05:00,2024-05-10 21:10:00,28.76973
2024-05-10 21:10:00,2024-05-10 21:15:00,29.66838
2024-05-10 21:15:00,2024-05-10 21:20:00,28.89417
2024-05-10 21:20:00,2024-05-10 21:25:00,29.47367
2024-05-10 21:25:00,2024-05-10 21:30:00,33.40374
2024-05-10 21:30:00,2024-05-10 21:35:00,33.73491
2024-05-10 21:35:00,2024-05-10 21:40:00,33.93336
2024-05-10 21:40:00,2024-05-10 21:45:00,28.97033
2024-05-10 21:45:00,2024-05-10 21:50:00,28.47274
2024-05-10 21:50:00,2024-05-10 21:55:00,28.16546
2024-05-10 21:55:00,2024-05-10 22:00:00,29.90861
2024-05-10 22:00:00,2024-05-10 22:05:00,39.51243
2024-05-10 22:05:00,2024-05-10 22:10:00,41.55902
2024-05-10 22:10:00,2024-05-10 22:15:00,37.52313
2024-05-10 22:15:00,2024-05-10 22:20:00,39.99733
2024-05-10 22:20:00,2024-05-10 22:25:00,36.58426
2024-05-10 22:25:00,2024-05-10 22:30:00,42.09883
2024-05-10 22:30:00,2024-05-10 22:35:00,33.06168
2024-05-10 22:35:00,2024-05-10 22:40:00,25.99689
2024-05-10 22:40:00,2024-05-10 22:45:00,24.16535
2024-05-10 22:45:00,2024-05-10 22:50:00,21.4968
2024-05-10 22:50:00,2024-05-10 22:55:00,21.93896
2024-05-10 22:55:00,2024-05-10 23:00:00,22.21134
2024-05-10 23:00:00,2024-05-10 23:05:00,26.86409
2024-05-10 23:05:00,2024-05-10 23:10:00,35.19206
2024-05-10 23:10:00,2024-05-10 23:15:00,37.10961
2024-05-10 23:15:00,2024-05-10 23:20:00,37.34261
2024-05-10 23:20:00,2024-05-10 23:25:00,34.68122
2024-05-10 23:25:00,2024-05-10 23:30:00,39.03548
2024-05-10 23:30:00,2024-05-10 23:35:00,42.01503
2024-05-10 23:35:00,2024-05-10 23:40:00,50.07305
2024-05-10 23:40:00,2024-05-10 23:45:00,51.3536
2024-05-10 23:45:00,2024-05-10 23:50:00,48.95137
2024-05-10 23:50:00,2024-05-10 23:55:00,50.69792
2024-05-10 23:55:00,2024-05-11 00:00:00,50.95305
2024-05-11 00:00:00,2024-05-11 00:05:00,46.2425
2024-05-11 00:05:00,2024-05-11 00:10:00,44.90315
2024-05-11 00:10:00,2024-05-11 00:15:00,41.75701
2024-05-11 00:15:00,2024-05-11 00:20:00,40.23827
2024-05-11 00:20:00,2024-05-11 00:25:00,41.51715
2024-05-11 00:25:00,2024-05-11 00:30:00,44.42982
2024-05-11 00:30:00,2024-05-11 00:35:00,41.85359
2024-05-11 00:35:00,2024-05-11 00:40:00,43.46702
2024-05-11 00:40:00,2024-05-11 00:45:00,44.04831
2024-05-11 00:45:00,2024-05-11 00:50:00,45.81372
2024-05-11 00:50:00,2024-05-11 00:55:00,46.53146
2024-05-11 00:55:00,2024-05-11 01:00:00,40.10678
2024-05-11 01:00:00,2024-05-11 01:05:00,32.71274
2024-05-11 01:05:00,2024-05-11 01:10:00,28.71889
2024-05-11 01:10:00,2024-05-11 01:15:00,29.55376
2024-05-11 01:15:00,2024-05-11 01:20:00,34.15475
2024-05-11 01:20:00,2024-05-11 01:25:00,37.7577
2024-05-11 01:25:00,2024-05-11 01:30:00,40.45357
2024-05-11 01:30:00,2024-05-11 01:35:00,41.48326
2024-05-11 01:35:00,2024-05-11 01:40:00,42.46107
2024-05-11 01:40:00,2024-05-11 01:45:00,45.85262
2024-05-11 01:45:00,2024-05-11 01:50:00,47.89422
2024-05-11 01:50:00,2024-05-11 01:55:00,51.97352
2024-05-11 01:55:00,2024-05-11 02:00:00,58.17571
2024-05-11 02:00:00,2024-05-11 02:05:00,40.867
2024-05-11 02:05:00,2024-05-11 02:10:00,42.45991
2024-05-11 02:10:00,2024-05-11 02:15:00,47.06455
2024-05-11 02:15:00,2024-05-11 02:20:00,45.36024
2024-05-11 02:20:00,2024-05-11 02:25:00,52.13179
2024-05-11 02:25:00,2024-05-11 02:30:00,55.18794
2024-05-11 02:30:00,2024-05-11 02:35:00,56.5965
2024-05-11 02:35:00,2024-05-11 02:40:00,60.80536
2024-05-11 02:40:00,2024-05-11 02:45:00,60.45982
2024-05-11 02:45:00,2024-05-11 02:50:00,57.84396
2024-05-11 02:50:00,2024-05-11 02:55:00,52.85365
2024-05-11 02:55:00,2024-05-11 03:00:00,55.83703
2024-05-11 03:00:00,2024-05-11 03:05:00,46.77286
2024-05-11 03:05:00,2024-05-11 03:10:00,44.00469
2024-05-11 03:10:00,2024-05-11 03:15:00,42.35888
2024-05-11 03:15:00,2024-05-11 03:20:00,39.24825
2024-05-11 03:20:00,2024-05-11 03:25:00,38.40748
2024-05-11 03:25:00,2024-05-11 03:30:00,37.79463
2024-05-11 03:30:00,2024-05-11 03:35:00,36.50912
2024-05-11 03:35:00,2024-05-11 03:40:00,37.58352
2024-05-11 03:40:00,2024-05-11 03:45:00,40.17738
2024-05-11 03:45:00,2024-05-11 03:50:00,37.67216
2024-05-11 03:50:00,2024-05-11 03:55:00,36.52731
2024-05-11 03:55:00,2024-05-11 04:00:00,37.63234
2024-05-11 04:00:00,2024-05-11 04:05:00,44.2056
2024-05-11 04:05:00,2024-05-11 04:10:00,44.07224
2024-05-11 04:10:00,2024-05-11 04:15:00,43.01299
2024-05-11 04:15:00,2024-05-11 04:20:00,44.7094
2024-05-11 04:20:00,2024-05-11 04:25:00,45.33708
2024-05-11 04:25:00,2024-05-11 04:30:00,45.27636
2024-05-11 04:30:00,2024-05-11 04:35:00,44.7407
2024-05-11 04:35:00,2024-05-11 04:40:00,45.30095
2024-05-11 04:40:00,2024-05-11 04:45:00,45.91735
2024-05-11 04:45:00,2024-05-11 04:50:00,46.81735
2024-05-11 04:50:00,2024-05-11 04:55:00,47.79219
2024-05-11 04:55:00,2024-05-11 05:00:00,49.38791
2024-05-11 05:00:00,2024-05-11 05:05:00,57.21812
2024-05-11 05:05:00,2024-05-11 05:10:00,58.35992
2024-05-11 05:10:00,2024-05-11 05:15:00,55.06471
2024-05-11 05:15:00,2024-05-11 05:20:00,51.8608
2024-05-11 05:20:00,2024-05-11 05:25:00,52.10847
2024-05-11 05:25:00,2024-05-11 05:30:00,51.18744
2024-05-11 05:30:00,2024-05-11 05:35:00,52.03673
2024-05-11 05:35:00,2024-05-11 05:40:00,54.0791
2024-05-11 05:40:00,2024-05-11 05:45:00,50.97075
2024-05-11 05:45:00,2024-05-11 05:50:00,50.99579
2024-05-11 05:50:00,2024-05-11 05:55:00,51.28474
2024-05-11 05:55:00,2024-05-11 06:00:00,51.03427
2024-05-11 06:00:00,2024-05-11 06:05:00,57.24358
2024-05-11 06:05:00,2024-05-11 06:10:00,58.59217
2024-05-11 06:10:00,2024-05-11 06:15:00,55.16096
2024-05-11 06:15:00,2024-05-11 06:20:00,54.30887
2024-05-11 06:20:00,2024-05-11 06:25:00,55.5809
2024-05-11 06:25:00,2024-05-11 06:30:00,55.7824
2024-05-11 06:30:00,2024-05-11 06:35:00,56.88812
2024-05-11 06:35:00,2024-05-11 06:40:00,57.18432
2024-05-11 06:40:00,2024-05-11 06:45:00,54.87014
2024-05-11 06:45:00,2024-05-11 06:50:00,54.49393
2024-05-11 06:50:00,2024-05-11 06:55:00,54.49707
2024-05-11 06:55:00,2024-05-11 07:00:00,55.11882
2024-05-11 07:00:00,2024-05-11 07:05:00,51.96761
2024-05-11 07:05:00,2024-05-11 07:10:00,46.98113
2024-05-11 07:10:00,2024-05-11 07:15:00,37.52533
2024-05-11 07:15:00,2024-05-11 07:20:00,42.43059
2024-05-11 07:20:00,2024-05-11 07:25:00,42.64138
2024-05-11 07:25:00,2024-05-11 07:30:00,38.84707
2024-05-11 07:30:00,2024-05-11 07:35:00,35.95511
2024-05-11 07:35:00,2024-05-11 07:40:00,35.95511
2024-05-11 07:40:00,2024-05-11 07:45:00,36.99301
2024-05-11 07:45:00,2024-05-11 07:50:00,41.89325
2024-05-11 07:50:00,2024-05-11 07:55:00,40.56329
2024-05-11 07:55:00,2024-05-11 08:00:00,40.40041
2024-05-11 08:00:00,2024-05-11 08:05:00,50.76921
2024-05-11 08:05:00,2024-05-11 08:10:00,48.20197
2024-05-11 08:10:00,2024-05-11 08:15:00,48.93725
2024-05-11 08:15:00,2024-05-11 08:20:00,49.94931
2024-05-11 08:20:00,2024-05-11 08:25:00,50.16763
2024-05-11 08:25:00,2024-05-11 08:30:00,47.47588
2024-05-11 08:30:00,2024-05-11 08:35:00,49.1526
2024-05-11 08:35:00,2024-05-11 08:40:00,46.95247
2024-05-11 08:40:00,2024-05-11 08:45:00,46.95099
2024-05-11 08:45:00,2024-05-11 08:50:00,44.30856
2024-05-11 08:50:00,2024-05-11 08:55:00,44.29726
2024-05-11 08:55:00,2024-05-11 09:00:00,43.46938
2024-05-11 09:00:00,2024-05-11 09:05:00,46.4817
2024-05-11 09:05:00,2024-05-11 09:10:00,43.67123
2024-05-11 09:10:00,2024-05-11 09:15:00,41.31407
2024-05-11 09:15:00,2024-05-11 09:20:00,39.65113
2024-05-11 09:20:00,2024-05-11 09:25:00,35.7217
2024-05-11 09:25:00,2024-05-11 09:30:00,35.7924
2024-05-11 09:30:00,2024-05-11 09:35:00,35.85447
2024-05-11 09:35:00,2024-05-11 09:40:00,37.72155
2024-05-11 09:40:00,2024-05-11 09:45:00,37.82626
2024-05-11 09:45:00,2024-05-11 09:50:00,34.21276
2024-05-11 09:50:00,2024-05-11 09:55:00,35.93008
2024-05-11 09:55:00,2024-05-11 10:00:00,37.75199
2024-05-11 10:00:00,2024-05-11 10:05:00,46.18692
2024-05-11 10:05:00,2024-05-11 10:10:00,43.25491
2024-05-11 10:10:00,2024-05-11 10:15:00,38.09155
2024-05-11 10:15:00,2024-05-11 10:20:00,35.36801
2024-05-11 10:20:00,2024-05-11 10:25:00,35.9676
2024-05-11 10:25:00,2024-05-11 10:30:00,35.36801
2024-05-11 10:30:00,2024-05-11 10:35:00,34.45149
2024-05-11 10:35:00,2024-05-11 10:40:00,35.37866
2024-05-11 10:40:00,2024-05-11 10:45:00,34.45149
2024-05-11 10:45:00,2024-05-11 10:50:00,34.3205
2024-05-11 10:50:00,2024-05-11 10:55:00,34.62624
2024-05-11 10:55:00,2024-05-11 11:00:00,35.40705
2024-05-11 11:00:00,2024-05-11 11:05:00,40.42626
2024-05-11 11:05:00,2024-05-11 11:10:00,42.4999
2024-05-11 11:10:00,2024-05-11 11:15:00,37.10864
2024-05-11 11:15:00,2024-05-11 11:20:00,38.57513
2024-05-11 11:20:00,2024-05-11 11:25:00,44.9603
2024-05-11 11:25:00,2024-05-11 11:30:00,42.78257
2024-05-11 11:30:00,2024-05-11 11:35:00,42.00396
2024-05-11 11:35:00,2024-05-11 11:40:00,40.04923
2024-05-11 11:40:00,2024-05-11 11:45:00,42.53658
2024-05-11 11:45:00,2024-05-11 11:50:00,42.49592
2024-05-11 11:50:00,2024-05-11 11:55:00,43.77858
2024-05-11 11:55:00,2024-05-11 12:00:00,45.56428
2024-05-11 12:00:00,2024-05-11 12:05:00,30.85532
2024-05-11 12:05:00,2024-05-11 12:10:00,30.84673
2024-05-11 12:10:00,2024-05-11 12:15:00,30.42949
2024-05-11 12:15:00,2024-05-11 12:20:00,30.67427
2024-05-11 12:20:00,2024-05-11 12:25:00,31.07888
2024-05-11 12:25:00,2024-05-11 12:30:00,31.16088
2024-05-11 12:30:00,2024-05-11 12:35:00,31.41853
2024-05-11 12:35:00,2024-05-11 12:40:00,31.5018
2024-05-11 12:40:00,2024-05-11 12:45:00,31.57757
2024-05-11 12:45:00,2024-05-11 12:50:00,31.39351
2024-05-11 12:50:00,2024-05-11 12:55:00,32.00691
2024-05-11 12:55:00,2024-05-11 13:00:00,33.13251
2024-05-11 13:00:00,2024-05-11 13:05:00,32.39426
2024-05-11 13:05:00,2024-05-11 13:10:00,31.82153
2024-05-11 13:10:00,2024-05-11 13:15:00,33.11571
2024-05-11 13:15:00,2024-05-11 13:20:00,33.56758
2024-05-11 13:20:00,2024-05-11 13:25:00,32.14783
2024-05-11 13:25:00,2024-05-11 13:30:00,30.3185
2024-05-11 13:30:00,2024-05-11 13:35:00,27.52695
2024-05-11 13:35:00,2024-05-11 13:40:00,23.18702
2024-05-11 13:40:00,2024-05-11 13:45:00,17.98055
2024-05-11 13:45:00,2024-05-11 13:50:00,10.24202
2024-05-11 13:50:00,2024-05-11 13:55:00,3.18935
2024-05-11 13:55:00,2024-05-11 14:00:00,0.35717
2024-05-11 14:00:00,2024-05-11 14:05:00,8.51007
2024-05-11 14:05:00,2024-05-11 14:10:00,8.51007
2024-05-11 14:10:00,2024-05-11 14:15:00,1.16322
2024-05-11 14:15:00,2024-05-11 14:20:00,0.03101
2024-05-11 14:20:00,2024-05-11 14:25:00,-0.0005
2024-05-11 14:25:00,2024-05-11 14:30:00,-3.26918
2024-05-11 14:30:00,2024-05-11 14:35:00,-9.96564
2024-05-11 14:35:00,2024-05-11 14:40:00,-10.81973
2024-05-11 14:40:00,2024-05-11 14:45:00,-14.64967
2024-05-11 14:45:00,2024-05-11 14:50:00,-18.77318
2024-05-11 14:50:00,2024-05-11 14:55:00,-29.91228
2024-05-11 14:55:00,2024-05-11 15:00:00,-30.06537
2024-05-11 15:00:00,2024-05-11 15:05:00,-16.41214
2024-05-11 15:05:00,2024-05-11 15:10:00,-15.97155
2024-05-11 15:10:00,2024-05-11 15:15:00,-16.05627
2024-05-11 15:15:00,2024-05-11 15:20:00,-16.13479
2024-05-11 15:20:00,2024-05-11 15:25:00,-16.14264
2024-05-11 15:25:00,2024-05-11 15:30:00,-18.80645
2024-05-11 15:30:00,2024-05-11 15:35:00,-20.04787
2024-05-11 15:35:00,2024-05-11 15:40:00,-24.71178
2024-05-11 15:40:00,2024-05-11 15:45:00,-28.96784
2024-05-11 15:45:00,2024-05-11 15:50:00,-32.1029
2024-05-11 15:50:00,2024-05-11 15:55:00,-31.04258
2024-05-11 15:55:00,2024-05-11 16:00:00,-32.1029
2024-05-11 16:00:00,2024-05-11 16:05:00,-16.27607
2024-05-11 16:05:00,2024-05-11 16:10:00,-16.19195
2024-05-11 16:10:00,2024-05-11 16:15:00,-15.63169
2024-05-11 16:15:00,2024-05-11 16:20:00,-15.31303
2024-05-11 16:20:00,2024-05-11 16:25:00,-15.42548
2024-05-11 16:25:00,2024-05-11 16:30:00,-16.1909
2024-05-11 16:30:00,2024-05-11 16:35:00,-16.49604
2024-05-11 16:35:00,2024-05-11 16:40:00,-16.16328
2024-05-11 16:40:00,2024-05-11 16:45:00,-16.548
2024-05-11 16:45:00,2024-05-11 16:50:00,-20.80127
2024-05-11 16:50:00,2024-05-11 16:55:00,-21.48877
2024-05-11 16:55:00,2024-05-11 17:00:00,-24.42095
2024-05-11 17:00:00,2024-05-11 17:05:00,-16.29671
2024-05-11 17:05:00,2024-05-11 17:10:00,-18.67121
2024-05-11 17:10:00,2024-05-11 17:15:00,-21.38926
2024-05-11 17:15:00,2024-05-11 17:20:00,-21.05348
2024-05-11 17:20:00,2024-05-11 17:25:00,-21.50868
2024-05-11 17:25:00,2024-05-11 17:30:00,-23.92444
2024-05-11 17:30:00,2024-05-11 17:35:00,-28.52611
2024-05-11 17:35:00,2024-05-11 17:40:00,-30.05075
2024-05-11 17:40:00,2024-05-11 17:45:00,-30.07465
2024-05-11 17:45:00,2024-05-11 17:50:00,-31.34034
2024-05-11 17:50:00,2024-05-11 17:55:00,-32.51418
2024-05-11 17:55:00,2024-05-11 18:00:00,-36.95453
2024-05-11 18:00:00,2024-05-11 18:05:00,-15.79523
2024-05-11 18:05:00,2024-05-11 18:10:00,-16.00701
2024-05-11 18:10:00,2024-05-11 18:15:00,-14.92127
2024-05-11 18:15:00,2024-05-11 18:20:00,-14.87239
2024-05-11 18:20:00,2024-05-11 18:25:00,-15.0163
2024-05-11 18:25:00,2024-05-11 18:30:00,-16.03783
2024-05-11 18:30:00,2024-05-11 18:35:00,-15.35095
2024-05-11 18:35:00,2024-05-11 18:40:00,-15.70829
2024-05-11 18:40:00,2024-05-11 18:45:00,-15.34985
2024-05-11 18:45:00,2024-05-11 18:50:00,-15.14525
2024-05-11 18:50:00,2024-05-11 18:55:00,-15.38727
2024-05-11 18:55:00,2024-05-11 19:00:00,-15.33213
2024-05-11 19:00:00,2024-05-11 19:05:00,-15.49225
2024-05-11 19:05:00,2024-05-11 19:10:00,-15.29173
2024-05-11 19:10:00,2024-05-11 19:15:00,-15.18549
2024-05-11 19:15:00,2024-05-11 19:20:00,-15.74777
2024-05-11 19:20:00,2024-05-11 19:25:00,-15.6978
2024-05-11 19:25:00,2024-05-11 19:30:00,-15.98452
2024-05-11 19:30:00,2024-05-11 19:35:00,-15.86521
2024-05-11 19:35:00,2024-05-11 19:40:00,-16.28066
2024-05-11 19:40:00,2024-05-11 19:45:00,-16.17273
2024-05-11 19:45:00,2024-05-11 19:50:00,-16.2422
2024-05-11 19:50:00,2024-05-11 19:55:00,-16.25184
2024-05-11 19:55:00,2024-05-11 20:00:00,-18.2271
2024-05-11 20:00:00,2024-05-11 20:05:00,-18.36614
2024-05-11 20:05:00,2024-05-11 20:10:00,-16.35825
2024-05-11 20:10:00,2024-05-11 20:15:00,-16.35689
2024-05-11 20:15:00,2024-05-11 20:20:00,-16.28128
2024-05-11 20:20:00,2024-05-11 20:25:00,-16.67696
2024-05-11 20:25:00,2024-05-11 20:30:00,-20.24
2024-05-11 20:30:00,2024-05-11 20:35:00,-21.0317
2024-05-11 20:35:00,2024-05-11 20:40:00,-23.38036
2024-05-11 20:40:00,2024-05-11 20:45:00,-23.48821
2024-05-11 20:45:00,2024-05-11 20:50:00,-20.83416
2024-05-11 20:50:00,2024-05-11 20:55:00,-21.18332
2024-05-11 20:55:00,2024-05-11 21:00:00,-21.27705
2024-05-11 21:00:00,2024-05-11 21:05:00,-26.29807
2024-05-11 21:05:00,2024-05-11 21:10:00,-22.51492
2024-05-11 21:10:00,2024-05-11 21:15:00,-21.79921
2024-05-11 21:15:00,2024-05-11 21:20:00,-21.83831
2024-05-11 21:20:00,2024-05-11 21:25:00,-26.10925
2024-05-11 21:25:00,2024-05-11 21:30:00,-21.92791
2024-05-11 21:30:00,2024-05-11 21:35:00,-20.5356
2024-05-11 21:35:00,2024-05-11 21:40:00,-20.72767
2024-05-11 21:40:00,2024-05-11 21:45:00,-21.36828
2024-05-11 21:45:00,2024-05-11 21:50:00,-19.94719
2024-05-11 21:50:00,2024-05-11 21:55:00,-20.54346
2024-05-11 21:55:00,2024-05-11 22:00:00,-19.922
2024-05-11 22:00:00,2024-05-11 22:05:00,-22.29483
2024-05-11 22:05:00,2024-05-11 22:10:00,-24.29843
2024-05-11 22:10:00,2024-05-11 22:15:00,-28.28674
2024-05-11 22:15:00,2024-05-11 22:20:00,-25.7728
2024-05-11 22:20:00,2024-05-11 22:25:00,-30.35953
2024-05-11 22:25:00,2024-05-11 22:30:00,-26.11245
2024-05-11 22:30:00,2024-05-11 22:35:00,-21.32414
2024-05-11 22:35:00,2024-05-11 22:40:00,-21.33808
2024-05-11 22:40:00,2024-05-11 22:45:00,-21.1619
2024-05-11 22:45:00,2024-05-11 22:50:00,-19.81371
2024-05-11 22:50:00,2024-05-11 22:55:00,-21.56171
2024-05-11 22:55:00,2024-05-11 23:00:00,-19.57201
2024-05-11 23:00:00,2024-05-11 23:05:00,-16.59916
2024-05-11 23:05:00,2024-05-11 23:10:00,-20.74668
2024-05-11 23:10:00,2024-05-11 23:15:00,-21.76512
2024-05-11 23:15:00,2024-05-11 23:20:00,-19.85774
2024-05-11 23:20:00,2024-05-11 23:25:00,-23.54876
2024-05-11 23:25:00,2024-05-11 23:30:00,-20.59671
2024-05-11 23:30:00,2024-05-11 23:35:00,-10.84929
2024-05-11 23:35:00,2024-05-11 23:40:00,-11.80512
2024-05-11 23:40:00,2024-05-11 23:45:00,-9.49142
2024-05-11 23:45:00,2024-05-11 23:50:00,-9.4273
2024-05-11 23:50:00,2024-05-11 23:55:00,-12.60393
2024-05-11 23:55:00,2024-05-12 00:00:00,-17.77515
2024-05-12 00:00:00,2024-05-12 00:05:00,-26.01778
2024-05-12 00:05:00,2024-05-12 00:10:00,-27.26272
2024-05-12 00:10:00,2024-05-12 00:15:00,-30.38048
2024-05-12 00:15:00,2024-05-12 00:20:00,-26.9722
2024-05-12 00:20:00,2024-05-12 00:25:00,-29.6567
2024-05-12 00:25:00,2024-05-12 00:30:00,-17.60359
2024-05-12 00:30:00,2024-05-12 00:35:00,-15.31972
2024-05-12 00:35:00,2024-05-12 00:40:00,-12.30095
2024-05-12 00:40:00,2024-05-12 00:45:00,-4.46538
2024-05-12 00:45:00,2024-05-12 00:50:00,-2.43648
2024-05-12 00:50:00,2024-05-12 00:55:00,2.63447
2024-05-12 00:55:00,2024-05-12 01:00:00,2.15032
2024-05-12 01:00:00,2024-05-12 01:05:00,3.57767
2024-05-12 01:05:00,2024-05-12 01:10:00,14.79308
2024-05-12 01:10:00,2024-05-12 01:15:00,26.27429
2024-05-12 01:15:00,2024-05-12 01:20:00,28.23209
2024-05-12 01:20:00,2024-05-12 01:25:00,31.32512
2024-05-12 01:25:00,2024-05-12 01:30:00,35.0512
2024-05-12 01:30:00,2024-05-12 01:35:00,41.39812
2024-05-12 01:35:00,2024-05-12 01:40:00,41.82739
2024-05-12 01:40:00,2024-05-12 01:45:00,52.24584
2024-05-12 01:45:00,2024-05-12 01:50:00,55.89401
2024-05-12 01:50:00,2024-05-12 01:55:00,57.52393
2024-05-12 01:55:00,2024-05-12 02:00:00,73.88284
2024-05-12 02:00:00,2024-05-12 02:05:00,36.03059
2024-05-12 02:05:00,2024-05-12 02:10:00,36.06658
2024-05-12 02:10:00,2024-05-12 02:15:00,42.80287
2024-05-12 02:15:00,2024-05-12 02:20:00,44.22544
2024-05-12 02:20:00,2024-05-12 02:25:00,48.59863
2024-05-12 02:25:00,2024-05-12 02:30:00,46.41861
2024-05-12 02:30:00,2024-05-12 02:35:00,46.48184
2024-05-12 02:35:00,2024-05-12 02:40:00,47.26906
2024-05-12 02:40:00,2024-05-12 02:45:00,46.88899
2024-05-12 02:45:00,2024-05-12 02:50:00,43.99561
2024-05-12 02:50:00,2024-05-12 02:55:00,43.18595
2024-05-12 02:55:00,2024-05-12 03:00:00,42.18617
2024-05-12 03:00:00,2024-05-12 03:05:00,39.84443
2024-05-12 03:05:00,2024-05-12 03:10:00,39.41721
2024-05-12 03:10:00,2024-05-12 03:15:00,39.66366
2024-05-12 03:15:00,2024-05-12 03:20:00,34.93862
2024-05-12 03:20:00,2024-05-12 03:25:00,37.19285
2024-05-12 03:25:00,2024-05-12 03:30:00,38.13134
2024-05-12 03:30:00,2024-05-12 03:35:00,36.21112
2024-05-12 03:35:00,2024-05-12 03:40:00,36.21112
2024-05-12 03:40:00,2024-05-12 03:45:00,34.36578
2024-05-12 03:45:00,2024-05-12 03:50:00,36.24653
2024-05-12 03:50:00,2024-05-12 03:55:00,37.39645
2024-05-12 03:55:00,2024-05-12 04:00:00,39.23325
2024-05-12 04:00:00,2024-05-12 04:05:00,47.91455
2024-05-12 04:05:00,2024-05-12 04:10:00,45.96634
2024-05-12 04:10:00,2024-05-12 04:15:00,44.24966
2024-05-12 04:15:00,2024-05-12 04:20:00,45.95381
2024-05-12 04:20:00,2024-05-12 04:25:00,49.108
2024-05-12 04:25:00,2024-05-12 04:30:00,48.64194
2024-05-12 04:30:00,2024-05-12 04:35:00,48.29767
2024-05-12 04:35:00,2024-05-12 04:40:00,49.13213
2024-05-12 04:40:00,2024-05-12 04:45:00,50.37988
2024-05-12 04:45:00,2024-05-12 04:50:00,41.50258
2024-05-12 04:50:00,2024-05-12 04:55:00,48.4285
2024-05-12 04:55:00,2024-05-12 05:00:00,48.48155
2024-05-12 05:00:00,2024-05-12 05:05:00,59.35062
2024-05-12 05:05:00,2024-05-12 05:10:00,60.08806
2024-05-12 05:10:00,2024-05-12 05:15:00,55.8172
2024-05-12 05:15:00,2024-05-12 05:20:00,47.25069
2024-05-12 05:20:00,2024-05-12 05:25:00,50.99587
2024-05-12 05:25:00,2024-05-12 05:30:00,52.42832
2024-05-12 05:30:00,2024-05-12 05:35:00,49.68673
2024-05-12 05:35:00,2024-05-12 05:40:00,49.73905
2024-05-12 05:40:00,2024-05-12 05:45:00,49.68228
2024-05-12 05:45:00,2024-05-12 05:50:00,49.70463
2024-05-12 05:50:00,2024-05-12 05:55:00,49.96818
2024-05-12 05:55:00,2024-05-12 06:00:00,49.92691
2024-05-12 06:00:00,2024-05-12 06:05:00,54.48009
2024-05-12 06:05:00,2024-05-12 06:10:00,53.34187
2024-05-12 06:10:00,2024-05-12 06:15:00,51.11264
2024-05-12 06:15:00,2024-05-12 06:20:00,50.87068
2024-05-12 06:20:00,2024-05-12 06:25:00,54.53143
2024-05-12 06:25:00,2024-05-12 06:30:00,52.1293
2024-05-12 06:30:00,2024-05-12 06:35:00,50.93728
2024-05-12 06:35:00,2024-05-12 06:40:00,50.33327
2024-05-12 06:40:00,2024-05-12 06:45:00,52.06409
2024-05-12 06:45:00,2024-05-12 06:50:00,52.80212
2024-05-12 06:50:00,2024-05-12 06:55:00,51.04272
2024-05-12 06:55:00,2024-05-12 07:00:00,49.76709
2024-05-12 07:00:00,2024-05-12 07:05:00,50.8203
2024-05-12 07:05:00,2024-05-12 07:10:00,49.57309
2024-05-12 07:10:00,2024-05-12 07:15:00,45.97084
2024-05-12 07:15:00,2024-05-12 07:20:00,44.87879
2024-05-12 07:20:00,2024-05-12 07:25:00,47.25217
2024-05-12 07:25:00,2024-05-12 07:30:00,55.37929
2024-05-12 07:30:00,2024-05-12 07:35:00,52.15259
2024-05-12 07:35:00,2024-05-12 07:40:00,49.42984
2024-05-12 07:40:00,2024-05-12 07:45:00,49.43225
2024-05-12 07:45:00,2024-05-12 07:50:00,49.31322
2024-05-12 07:50:00,2024-05-12 07:55:00,46.80495
2024-05-12 07:55:00,2024-05-12 08:00:00,43.39206
2024-05-12 08:00:00,2024-05-12 08:05:00,47.17866
2024-05-12 08:05:00,2024-05-12 08:10:00,45.81356
2024-05-12 08:10:00,2024-05-12 08:15:00,43.81514
2024-05-12 08:15:00,2024-05-12 08:20:00,42.36096
2024-05-12 08:20:00,2024-05-12 08:25:00,42.88115
2024-05-12 08:25:00,2024-05-12 08:30:00,44.42325
2024-05-12 08:30:00,2024-05-12 08:35:00,44.84492
2024-05-12 08:35:00,2024-05-12 08:40:00,44.84492
2024-05-12 08:40:00,2024-05-12 08:45:00,45.09851
2024-05-12 08:45:00,2024-05-12 08:50:00,45.40525
2024-05-12 08:50:00,2024-05-12 08:55:00,47.40768
2024-05-12 08:55:00,2024-05-12 09:00:00,45.38952
2024-05-12 09:00:00,2024-05-12 09:05:00,47.75066
2024-05-12 09:05:00,2024-05-12 09:10:00,47.39467
